400.0,10.0,1070,900,1242,762,1363,1386,1029,1079,1929,5
500.0,25.0,1988,892,795,779,1021,1137,956,737,1322,4
400.0,25.0,721,552,648,651,914,753,1151,925,608,4
200.0,25.0,486,699,558,942,1021,683,1002,576,949,3
500.0,10.0,965,1560,1635,991,1499,1136,997,925,1224,5
200.0,10.0,852,982,1079,632,1160,916,917,650,664,4
