200.0,10.0,1053,1005,550,722,1183,657,632,1013,754,4
500.0,10.0,997,1126,1038,1022,1207,916,996,1183,973,5
400.0,25.0,689,600,679,641,615,778,916,948,842,4
400.0,10.0,915,713,843,932,877,955,916,949,1576,5
500.0,25.0,843,941,835,1329,932,827,860,607,1362,4
200.0,25.0,527,665,471,946,721,535,705,632,553,3
